,LVFAILURE,HISTORY,LVEDVOLUME,CVP,PCWP,HYPOVOLEMIA,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HR,ERRCAUTER,HREKG,HRSAT,ANAPHYLAXIS,TPR,ARTCO2,EXPCO2,VENTLUNG,INTUBATION,MINVOL,FIO2,PVSAT,VENTALV,SAO2,SHUNT,PULMEMBOLUS,PAP,PRESS,KINKEDTUBE,VENTTUBE,MINVOLSET,VENTMACH,DISCONNECT,CATECHOL,INSUFFANESTH,CO,BP
4001,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
4002,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,0,1,0,3,1,2,3,2,0,1,1,3,1,0,1,1,1,1,0,2,1
4003,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,0,0,1,1,3,1,0,1,1,0,1,1,2,2
4004,0,0,0,0,0,1,0,1,2,2,1,2,2,1,2,2,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,2,0,1,1,0,1
4005,0,0,0,0,0,1,0,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,1
4006,1,0,1,1,1,1,2,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,1,1,1,2,0
4007,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,0,1,1,1,2,1
4008,1,1,1,1,1,0,0,1,0,1,1,0,0,1,2,1,1,0,2,2,1,0,2,0,1,1,1,3,1,1,1,2,1,0,0,0,1
4009,1,1,2,2,2,0,0,1,2,2,1,2,2,1,1,2,3,3,0,1,1,0,1,2,0,1,1,3,1,0,1,2,0,1,1,0,0
4010,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,2,1,1,1,2,2
4011,1,1,2,1,2,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
4012,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,1
4013,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,1,1,1,3,1,1,1,2,1,1,1,2,0
4014,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,2,0,1,1,1,2,1,1,1,1,1
4015,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,2,1,1,1,2,0
4016,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,0,1,1,2
4017,1,1,1,1,1,1,2,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,0,2,0
4018,1,1,1,1,1,1,1,1,0,0,1,2,1,1,2,2,1,0,0,0,1,1,0,1,0,1,1,3,1,0,1,2,0,1,1,0,1
4019,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,1,1,2,1
4020,0,0,0,0,0,1,0,1,0,1,1,0,0,1,2,2,3,3,0,1,1,0,1,0,0,1,1,3,1,2,2,3,0,0,1,0,0
4021,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
4022,1,1,2,2,1,0,1,0,1,1,1,0,0,1,2,0,0,0,0,0,1,2,3,2,0,1,2,3,1,0,1,2,0,0,1,1,1
4023,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,2,0,1,1,2,2
4024,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
4025,0,1,0,0,0,1,0,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
4026,0,1,0,0,0,1,0,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,0,1,0,0
4027,1,1,1,1,1,1,2,1,2,2,0,1,1,1,0,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,0,1,1,1,2,0
4028,1,1,2,2,2,0,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
4029,1,1,2,2,2,1,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,0,2,1,1,1,2,1,1,1,1,1
4030,1,1,2,2,2,0,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,1,1,1,1,1
4031,1,1,2,2,2,0,0,1,2,2,0,1,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,0
4032,1,1,1,1,1,1,0,1,2,2,1,2,2,1,0,2,3,3,0,1,1,0,1,0,0,1,2,1,1,1,1,2,1,1,0,0,0
4033,1,1,1,1,1,1,1,1,0,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
4034,1,1,1,1,1,1,2,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,2,1,1,1,1,2,1,1,1,2,0
4035,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,2,3,1,1,1,2,1,1,1,2,2
4036,1,1,2,1,2,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
4037,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,0,1,1,1,1,1,3,1,3,1,0,1,0,1
4038,0,0,0,0,0,1,0,1,0,1,1,0,0,1,2,0,0,0,0,0,1,2,3,2,0,1,1,3,1,1,1,2,1,0,1,0,1
4039,1,1,1,1,1,1,1,1,2,2,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,3,1,1,0,2,1,1,1,2,0
4040,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,0,1,1,2
4041,1,1,1,1,1,1,0,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,0,1,1,1,0,0
4042,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
4043,1,1,2,2,2,0,0,1,2,2,1,2,2,1,0,2,1,0,1,1,1,0,1,0,0,1,1,3,1,1,1,2,1,1,1,0,0
4044,1,1,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
4045,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
4046,1,1,2,2,2,0,0,1,2,2,1,2,2,1,1,0,1,1,0,3,0,1,3,1,0,1,2,3,1,0,1,0,1,1,1,0,0
4047,1,1,2,2,2,0,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,0
4048,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,1,0,0,1,1,3,1,1,1,2,1,1,1,2,2
4049,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,3,3,0,1,1,0,1,0,0,1,1,3,1,0,1,2,0,1,1,2,2
4050,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,0,2,2
4051,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,0,1,1,1,1,1,0
4052,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
4053,1,1,1,1,1,1,1,1,0,1,0,1,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,1,1,1,2
4054,1,1,1,1,1,0,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,1,0,1,1,1,2,1,1,1,2,1,1,1,2,0
4055,1,1,1,0,0,1,1,0,0,0,1,1,0,1,2,2,2,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,1
4056,1,1,2,2,2,0,0,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,1,1,0,0
4057,1,1,2,2,2,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,1,0,0,1,1,2,1,1,1,2,1,1,1,2,0
4058,1,1,1,0,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,1,1,1,2,1,1,1,2,1,1,1,2,0
4059,0,0,0,0,0,0,2,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
4060,1,1,1,1,1,0,1,1,0,1,1,0,0,1,2,1,1,0,2,2,1,0,2,0,1,1,1,1,1,0,1,0,1,0,1,1,2
4061,1,1,2,2,0,0,0,1,0,1,0,2,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,0,1,0,1
4062,0,0,0,0,0,1,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,0
4063,1,1,1,1,1,0,1,1,2,2,0,1,1,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
4064,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,0,3,1,1,1,2,1,1,1,2,2
4065,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,0
4066,1,1,2,1,2,0,1,1,0,1,0,2,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,0,1,1,1,1,1
4067,1,1,2,2,2,0,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,1
4068,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,0,2,2
4069,1,1,2,2,2,0,0,1,2,2,1,2,2,1,2,2,2,0,0,0,1,0,0,2,0,1,1,3,1,1,1,2,1,1,1,0,1
4070,1,1,1,1,1,1,0,1,2,2,1,2,2,1,1,2,1,0,0,2,1,0,0,0,0,0,2,1,1,1,1,2,1,1,0,1,1
4071,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,2,1,1,1,1,0
4072,0,0,0,0,0,1,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
4073,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,0
4074,1,1,1,1,0,1,1,1,2,2,0,1,1,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,0,2,2
4075,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
4076,1,1,2,1,2,0,1,1,2,2,1,2,2,1,0,2,1,0,0,0,0,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
4077,1,1,2,2,2,0,0,1,1,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,0
4078,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,0,1,1,1,1,2,1
4079,1,1,1,0,1,1,1,1,2,2,1,2,2,1,0,1,0,1,0,3,1,2,3,2,0,1,1,3,1,0,1,0,1,1,1,2,0
4080,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,1
4081,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,1,1,1,3,1,0,1,1,1,1,0,2,2
4082,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,1,1,1,0,0
4083,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,0,2,2
4084,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,3,3,0,1,1,0,1,0,0,1,1,3,1,2,1,2,0,1,1,2,2
4085,1,1,2,1,2,1,1,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,1,3,1,1,1,2,0
4086,1,1,2,1,2,0,1,1,2,2,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
4087,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,2,0,1,1,2,0
4088,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,1,1,1,0,1,0,0,1,1,2,1,1,1,2,1,1,1,1,2
4089,1,1,0,0,1,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,0,1,1,2
4090,0,1,0,0,0,1,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
4091,0,0,0,0,0,1,0,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,0,1,1,1,0,0
4092,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
4093,0,1,0,0,0,1,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,1,0,0,1,1,3,1,0,1,2,0,1,1,0,0
4094,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,2,2,1,0,1,2,3,2,0,1,1,3,1,3,2,3,1,0,1,1,1
4095,1,1,1,1,1,0,1,0,1,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,1
4096,1,1,1,1,2,1,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
4097,1,1,2,2,2,0,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,2,1,1,1,2,2
4098,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,0,0,0,2,0,1,1,1,1,1,1,2,1,1,1,2,2
4099,1,1,2,2,2,0,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
4100,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,3,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
4101,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,1
4102,1,1,1,1,1,1,1,0,2,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,1,0,1,1,0
4103,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,2,1,1,0,2,2
4104,1,1,1,1,1,1,1,1,1,0,1,2,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,0
4105,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,0,2
4106,1,1,1,1,0,1,2,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,0
4107,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,0
4108,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,0,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
4109,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
4110,1,1,1,2,1,1,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
4111,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,1
4112,1,1,2,2,2,0,1,1,0,1,1,0,0,1,0,0,1,1,0,3,1,2,3,0,1,1,1,3,1,0,2,0,1,1,1,1,0
4113,1,1,2,2,2,0,0,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,2,2,1,1,1,2,1,1,1,0,2
4114,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
4115,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,1,0,1,1,2
4116,1,1,2,2,1,0,1,1,2,2,0,1,1,1,1,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,1,2,1,1,1,2,1
4117,1,1,1,0,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,1,0,1,3,1,1,1,2,1,1,1,2,1
4118,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,2,1,0,1,3,1,0,1,0,1,1,1,2,2
4119,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,1,1,2,0
4120,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,0,1,0,1,1,2,2
4121,0,0,0,0,0,1,1,1,2,2,1,2,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
4122,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,3,1,1,1,2,0
4123,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,2,3,1,0,1,0,1,1,1,2,2
4124,1,1,0,0,0,0,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,2,1,1,1,0,0
4125,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,1,0,2,2
4126,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
4127,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
4128,0,0,0,0,0,1,0,1,0,1,1,0,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,0,1,0,0
4129,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,0,1,1,2
4130,1,1,1,1,0,1,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,0,1,1,2
4131,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,0,3,1,1,1,2,1,1,1,2,0
4132,1,1,1,1,1,0,1,1,2,2,0,1,1,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
4133,1,1,1,1,0,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
4134,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,1,2,1,0,1,1,1
4135,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,1
4136,1,1,1,1,1,1,0,1,0,1,0,2,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,2,0,0,1,0,1
4137,1,1,1,1,0,1,1,0,1,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
4138,1,1,2,2,2,0,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,0,1,1,2,1,1,1,0,0
4139,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,0,1,1,2,0
4140,1,1,2,1,2,0,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,1
4141,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
4142,1,1,1,1,1,1,1,1,0,1,1,2,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,2
4143,1,1,1,1,1,1,1,1,0,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
4144,1,1,2,2,2,0,0,1,2,2,1,2,2,0,0,2,1,0,0,0,1,0,0,1,0,1,1,1,1,3,1,3,1,1,1,0,0
4145,1,1,0,0,0,1,1,1,2,2,0,1,1,1,1,2,3,3,2,3,0,0,1,0,1,1,2,3,1,3,2,3,1,1,1,2,2
4146,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,0,2,1
4147,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
4148,1,1,1,1,1,1,1,1,2,2,1,1,2,1,0,2,1,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,1,1,1,2,0
4149,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
4150,1,1,1,0,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
4151,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
4152,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,1,1,2,2
4153,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,1,1,1,2,0
4154,1,1,2,1,2,0,1,1,0,1,1,0,0,1,2,1,2,0,2,2,1,0,2,0,1,1,1,3,1,1,1,2,1,0,0,1,2
4155,1,1,1,0,1,1,1,1,2,2,1,2,2,1,1,2,0,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
4156,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,1,1,1,1,1,1,0,1,0,3,1,1,1,2,1,1,1,1,0
4157,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
4158,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,1,0,1,1,2
4159,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
4160,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,1,1,2,2
4161,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,3,1,2,3,2,0,1,1,3,1,0,1,0,1,1,1,1,1
4162,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
4163,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1
4164,1,1,1,1,1,1,1,1,2,2,0,1,1,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
4165,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,3,0,0,2,0,0,1,1,3,1,0,0,1,1,1,1,1,0
4166,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
4167,1,1,2,2,2,0,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
4168,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
4169,1,1,2,1,2,0,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,1
4170,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,3,3,2,3,1,0,1,0,1,1,1,3,1,3,2,3,1,1,1,2,2
4171,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,1,2,2,1,1,1,2,3,2,0,1,1,2,1,3,1,2,1,1,1,2,1
4172,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,1,1,1,0,1,0,0,1,1,3,1,1,1,2,1,1,1,2,2
4173,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
4174,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,0,1,1,2
4175,1,1,2,2,2,0,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
4176,1,1,0,0,0,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,0,2,1
4177,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,3,0,1,3,1,0,1,1,3,1,0,1,2,0,1,1,0,0
4178,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,0,2,1,1,1,2,1,1,1,2,2
